5.39069,-100.765
10.39069,-100.765
15.39069,-100.765
20.39069,-100.765
25.39069,-100.765
30.39069,-100.765
35.39069,-100.765
40.39069,-100.765
45.39069,-100.765
50.39069,-100.765
55.39069,-100.765
60.39069,-100.765
65.39069,-100.765
70.39069,-100.765
75.39069,-100.765
80.39069,-100.765
85.39069,-100.765
90.39069,-100.765
95.39069,-100.765
100.39069,-100.765
104.969,-100.7906
109.969,-100.7906
114.969,-100.7906
119.969,-100.7906
124.969,-100.7906
129.969,-100.7906
134.969,-100.7906
139.969,-100.7906
144.969,-100.7906
149.969,-100.7906
154.969,-100.7906
159.969,-100.7906
164.969,-100.7906
169.969,-100.7906
174.969,-100.7906
179.969,-100.7906
184.969,-100.7906
189.969,-100.7906
194.969,-100.7906
199.969,-100.7906
205.005,-100.9644
208.927055594,-100.88738072
212.843063663,-100.65644164
216.746986006,-100.27193885
220.632803058,-99.7344652255
224.494523169,-99.0448495123
228.326191849,-98.2041550477
232.121900942,-97.2136781217
235.875797738,-96.0749459779
239.582094002,-94.7897144587
243.235074893,-93.3599652979
246.82910778,-91.7879030651
250.358650924,-90.0759517664
253.818262026,-88.2267511066
257.202606615,-86.243152419
260.506466279,-84.128214269
263.724746704,-81.8851977381
266.852485536,-79.517561395
269.884860028,-77.0289559634
272.817194479,-74.4232186926
275.644967441,-71.7043674405
278.363818693,-68.8765944787
280.969555963,-65.9442600282
283.458161395,-62.9118855361
285.825797738,-59.784146704
288.068814269,-56.5658662787
290.183752419,-53.2620066151
292.167351107,-49.8776620255
294.016551766,-46.418050924
295.728503065,-42.88850778
297.300565298,-39.2944748933
298.730314459,-35.641494002
300.015545978,-31.9351977381
301.154278122,-28.1813009415
302.144755048,-24.3855918492
302.985449512,-20.5539231694
303.675065225,-16.6922030575
304.21253885,-12.806386006
304.59704164,-8.90246366321
304.82798072,-4.98645559433
304.938408216,-1.02976315196
304.937926582,3.97023682484
304.937444948,8.97023680164
304.936963314,13.9702367784
304.93648168,18.9702367552
304.936000046,23.9702367321
304.935518412,28.9702367089
304.935036778,33.9702366857
304.934555144,38.9702366625
304.93407351,43.9702366393
304.924331645,49.0116616737
304.770883729,52.9267853498
304.310731778,56.8178006215
303.546712783,60.6607180857
302.483537173,64.4318448784
301.127759782,68.1079307489
299.487739426,71.6663114053
297.573587378,75.0850482476
295.39710502,78.3430636263
292.97171109,81.4202707933
290.312358949,84.2976977431
287.435444386,86.9576041816
284.358704537,89.3835909012
281.101108526,91.5607008871
277.682740516,93.4755115321
274.124675881,95.116217392
270.448851274,96.4727029695
266.677929376,97.53660508
262.835159174,98.3013644131
258.944232625,98.7622659733
254.997,98.965
249.997,98.965
244.997,98.965
239.997,98.965
234.997,98.965
229.997,98.965
224.997,98.965
219.997,98.965
214.997,98.965
209.997,98.965
204.997,98.965
199.997,98.965
194.997,98.965
189.997,98.965
184.997,98.965
179.997,98.965
174.997,98.965
169.997,98.965
164.997,98.965
159.997,98.965
154.722,98.956
149.722,98.956
144.722,98.956
139.722,98.956
134.722,98.956
129.722,98.956
124.722,98.956
119.722,98.956
114.722,98.956
109.722,98.956
104.722,98.956
99.722,98.956
94.722,98.956
89.722,98.956
84.722,98.956
79.722,98.956
74.722,98.956
69.722,98.956
64.722,98.956
59.722,98.956
54.9662383263,98.8326683552
51.0511146502,98.9861162713
47.1600993785,99.446268222
43.3171819143,100.210287217
39.5460551216,101.273462827
35.8699692511,102.629240218
32.3115885947,104.269260574
28.8928517524,106.183412622
25.6348363737,108.35989498
22.5576292067,110.78528891
19.6802022569,113.444641051
17.0202958184,116.321555614
14.5943090988,119.398295463
12.4171991129,122.655891474
10.5023884679,126.074259484
8.861682608,129.632324119
7.50519703049,133.308148726
6.44129492002,137.079070624
5.67653558688,140.921840826
5.21563402667,144.812767375
5.14003164479,148.785861674
4.98658372868,152.70098535
4.52643177799,156.592000622
3.76241278251,160.434918086
2.69923717342,164.206044878
1.34345978188,167.882130749
-0.296560573638,171.440511405
-2.21071262229,174.859248248
-4.38719498017,178.117263626
-6.81258890978,181.194470793
-9.47194105104,184.071897743
-12.3488556137,186.731804182
-15.4255954627,189.157790901
-18.6831914738,191.334900887
-22.1015594845,193.249711532
-25.659624119,194.890417392
-29.3354487259,196.24690297
-33.106370624,197.31080508
-36.9491408259,198.075564413
-40.8400673755,198.536465973
-44.8161410904,198.693926495
-48.7312503754,198.540111838
-52.6222225261,198.079595405
-56.4650684054,197.315216435
-60.2360955905,196.251687577
-63.9120544448,194.895565841
-67.4702814596,193.255212167
-70.8888389822,191.340739883
-74.1466504685,189.163952346
-77.2236304276,186.738270175
-80.1008082547,184.078648508
-82.7604451917,181.201484796
-85.1861436926,178.12451771
-87.3629485195,174.866717777
-89.2774389466,171.448170414
-90.917811504,167.889952105
-92.2739527493,164.214000448
-93.3375016207,160.442978908
-94.1019009859,156.600137085
-94.5624380685,152.709167378
-94.61,148.72
-94.7638250467,144.804891123
-95.2243518043,140.913920194
-95.9887409722,137.071076344
-97.0522798369,133.300051981
-98.4084113277,129.624096725
-100.048774443,126.065874063
-101.963255799,122.647321621
-104.140051981,119.389515911
-106.565742317,116.312542388
-109.225371619,113.435371619
-112.102542388,110.775742317
-115.179515911,108.350051981
-118.437321621,106.173255799
-121.855874063,104.258774443
-125.414096725,102.618411328
-129.090051981,101.262279837
-132.861076344,100.198740972
-136.703920194,99.4343518043
-140.594891123,98.9738250467
-144.59194109,98.9259264955
-148.507050375,98.7721118379
-152.398022526,98.3115954053
-156.240868405,97.5472164348
-160.01189559,96.4836875768
-163.687854445,95.1275658405
-167.24608146,93.4872121673
-170.664638982,91.572739883
-173.922450469,89.3959523459
-176.999430428,86.9702701751
-179.876608255,84.3106485077
-182.536245192,81.4334847957
-184.961943693,78.3565177102
-187.138748519,75.0987177765
-189.053238947,71.6801704144
-190.693611504,68.1219521053
-192.049752749,64.4460004482
-193.113301621,60.6749789075
-193.877700986,56.832137085
-194.338238069,52.9411673784
-194.542591877,49.0007366161
-194.54307351,44.0007366393
-194.543555144,39.0007366625
-194.544036778,34.0007366857
-194.544518412,29.0007367089
-194.545000046,24.0007367321
-194.54548168,19.0007367552
-194.545963314,14.0007367784
-194.546444948,9.00073680164
-194.546926582,4.00073682484
-194.505076203,-1.02984686921
-194.427679125,-4.95189502632
