-194.196362829,-8.86788083142
-193.811483988,-12.7717661182
-193.273636058,-16.6575313786
-192.583648361,-20.5191850441
-191.742584808,-24.3507727247
-190.751742258,-28.1463863899
-189.612648519,-31.9001734786
-188.32705999,-35.6063459232
-186.896958956,-39.2591890743
-185.324550529,-42.8530705126
-183.612259248,-46.3824487335
-181.762725344,-49.8418816914
-179.778800662,-53.2260351916
-177.663544272,-56.5296911146
-175.420217745,-59.7477554624
-173.052280128,-62.8752662131
-170.563382609,-65.9074009718
-167.957362888,-68.8394844064
-165.238239258,-71.6669954569
-162.410204411,-74.385574306
-159.477618972,-76.9910291024
-156.445004774,-79.4793424235
-153.31703789,-81.8466774705
-150.098541417,-84.0893839844
-146.794478043,-86.2040038743
-143.409942396,-88.1872765497
-139.950153183,-90.0361439477
-136.420445148,-91.7477552489
-132.826260847,-93.3194712727
-129.173142249,-94.7488685469
-125.4667222,-96.0337430445
-121.712715731,-97.1721135822
-117.916911246,-98.1622248751
-114.085161603,-99.0025502434
-110.22337508,-99.6917939663
-106.337506274,-100.22889328
-102.433546911,-100.613020016
-98.5175166149,-100.843581879
-94.60931,-100.765
-89.60931,-100.765
-84.60931,-100.765
-79.60931,-100.765
-74.60931,-100.765
-69.60931,-100.765
-64.60931,-100.765
-59.60931,-100.765
-54.60931,-100.765
-49.60931,-100.765
-44.60931,-100.765
-39.60931,-100.765
-34.60931,-100.765
-29.60931,-100.765
-24.60931,-100.765
-19.60931,-100.765
-14.60931,-100.765
-9.60931,-100.765
-4.60931,-100.765
